﻿Group;Merchant;Login ID;Member ID;Date;Type;Pay Method;Currency;Amount;Fee;Ticket #;Status;Approval Remark
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/07/2026 19:36:17;Deposit;QRIS IM;IDR;100;0.00;783793560;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/07/2026 19:41:05;Deposit;QRIS IM;IDR;500;0.00;783795774;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/07/2026 19:52:08;Deposit;QRIS IM;IDR;1000;0.00;783800969;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);miki888;17880@161;04/07/2026 20:15:39;Deposit;QRIS IM;IDR;1100;0.00;783812014;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/07/2026 21:19:04;Deposit;QRIS IM;IDR;100;0.00;783844040;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/07/2026 21:31:00;Deposit;QRIS IM;IDR;100;0.00;783850679;Approved;
RP1M (G109);RP1M (161);Munzakir;39297@161;04/07/2026 21:34:08;Deposit;QRIS IM;IDR;100;0.00;783852520;Approved;
RP1M (G109);RP1M (161);Kacer80;42981@161;04/07/2026 21:44:16;Deposit;QRIS IM;IDR;100;0.00;783858257;Approved;
RP1M (G109);RP1M (161);Kangkung;20837@161;04/07/2026 21:53:25;Deposit;QRIS IM;IDR;500;0.00;783863386;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/07/2026 22:12:20;Deposit;QRIS IM;IDR;100;0.00;783874616;Approved;
RP1M (G109);RP1M (161);Nurfadilah;41137@161;04/07/2026 22:17:48;Deposit;QRIS IM;IDR;25;0.00;783878008;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/07/2026 23:04:38;Deposit;QRIS IM;IDR;100;0.00;783907520;Approved;
RP1M (G109);RP1M (161);Nurfadilah;41137@161;04/07/2026 23:16:34;Deposit;QRIS IM;IDR;30;0.00;783915317;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/08/2026 00:19:56;Deposit;QRIS IM;IDR;80;0.00;783958309;Approved;
RP1M (G109);RP1M (161);ERIKSUDARTa;25225@161;04/08/2026 00:22:04;Deposit;QRIS IM;IDR;440;0.00;783959799;Approved;
RP1M (G109);RP1M (161);Nurdin29;39707@161;04/08/2026 00:48:25;Deposit;QRIS IM;IDR;168;0.00;783977604;Approved;
RP1M (G109);RP1M (161);Munzakir;39297@161;04/08/2026 00:56:50;Deposit;QRIS IM;IDR;100;0.00;783983244;Approved;
RP1M (G109);RP1M (161);Semarang888;43170@161;04/08/2026 01:17:35;Deposit;QRIS IM;IDR;100;0.00;783996946;Approved;
RP1M (G109);RP1M (161);maxwin8888;42046@161;04/08/2026 01:41:56;Deposit;QRIS IM;IDR;100;0.00;784012455;Approved;
RP1M (G109);RP1M (161);Munzakir;39297@161;04/08/2026 03:17:58;Deposit;QRIS IM;IDR;100;0.00;784065073;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/08/2026 03:44:42;Deposit;QRIS IM;IDR;500;0.00;784076247;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/08/2026 03:47:18;Deposit;QRIS IM;IDR;500;0.00;784077301;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/08/2026 04:06:59;Deposit;QRIS IM;IDR;500;0.00;784085178;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/08/2026 04:11:17;Deposit;QRIS IM;IDR;500;0.00;784086801;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/08/2026 04:13:03;Deposit;QRIS IM;IDR;500;0.00;784087438;Approved;
RP1M (G109);RP1M (161);Hoki10;35419@161;04/08/2026 05:16:11;Deposit;QRIS IM;IDR;150;0.00;784107019;Approved;
RP1M (G109);RP1M (161);miki888;17880@161;04/08/2026 06:28:16;Deposit;QRIS IM;IDR;1100;0.00;784124377;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);ERIKSUDARTa;25225@161;04/08/2026 07:52:39;Deposit;QRIS IM;IDR;500;0.00;784139908;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Maju;42806@161;04/08/2026 10:40:18;Deposit;QRIS IM;IDR;50;0.00;784176334;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Kenzoo;43163@161;04/08/2026 11:46:59;Deposit;QRIS IM;IDR;41;0.00;784196175;Approved;
RP1M (G109);RP1M (161);Virgoo16;43175@161;04/08/2026 11:48:33;Deposit;QRIS IM;IDR;25;0.00;784196643;Approved;
RP1M (G109);RP1M (161);ERIKSUDARTa;25225@161;04/08/2026 12:30:59;Deposit;QRIS IM;IDR;300;0.00;784210322;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/08/2026 13:01:07;Deposit;QRIS IM;IDR;500;0.00;784220704;Approved;
RP1M (G109);RP1M (161);ERIKSUDARTa;25225@161;04/08/2026 13:08:16;Deposit;QRIS IM;IDR;500;0.00;784223325;Approved;
RP1M (G109);RP1M (161);Munzakir;39297@161;04/08/2026 13:12:38;Deposit;QRIS IM;IDR;50;0.00;784224903;Approved;
RP1M (G109);RP1M (161);maxwin8888;42046@161;04/08/2026 13:13:27;Deposit;QRIS IM;IDR;100;0.00;784225211;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/08/2026 14:00:59;Deposit;QRIS IM;IDR;100;0.00;784243217;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/08/2026 14:08:38;Deposit;QRIS IM;IDR;100;0.00;784246182;Approved;
RP1M (G109);RP1M (161);Kuaci123;37225@161;04/08/2026 16:18:47;Deposit;QRIS IM;IDR;100;0.00;784297545;Approved;
RP1M (G109);RP1M (161);Kuaci123;37225@161;04/08/2026 16:33:21;Deposit;QRIS IM;IDR;100;0.00;784303594;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/08/2026 17:13:45;Deposit;QRIS IM;IDR;500;0.00;784320175;Approved;
RP1M (G109);RP1M (161);Sarok123;38093@161;04/08/2026 17:33:08;Deposit;QRIS IM;IDR;99;0.00;784328172;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/08/2026 17:36:12;Deposit;QRIS IM;IDR;1000;0.00;784329481;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/08/2026 17:49:49;Deposit;QRIS IM;IDR;100;0.00;784335181;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/08/2026 17:52:52;Deposit;QRIS IM;IDR;500;0.00;784336406;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/08/2026 18:09:28;Deposit;QRIS IM;IDR;100;0.00;784343429;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/08/2026 18:32:26;Deposit;QRIS IM;IDR;500;0.00;784353348;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/08/2026 19:04:05;Deposit;QRIS IM;IDR;500;0.00;784367520;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/08/2026 19:35:36;Deposit;QRIS IM;IDR;100;0.00;784382237;Approved;
RP1M (G109);RP1M (161);kinglynx;23196@161;04/08/2026 19:45:32;Deposit;QRIS IM;IDR;60;0.00;784386865;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/08/2026 20:10:43;Deposit;QRIS IM;IDR;35;0.00;784398770;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);riaadi99;40514@161;04/08/2026 20:16:54;Deposit;QRIS IM;IDR;48;0.00;784401677;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/08/2026 21:12:46;Deposit;QRIS IM;IDR;125;0.00;784430897;Approved;
RP1M (G109);RP1M (161);ERIKSUDARTa;25225@161;04/08/2026 21:32:37;Deposit;QRIS IM;IDR;500;0.00;784442812;Approved;
RP1M (G109);RP1M (161);Kuaci123;37225@161;04/08/2026 21:39:55;Deposit;QRIS IM;IDR;100;0.00;784446997;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/08/2026 22:11:54;Deposit;QRIS IM;IDR;125;0.00;784465849;Approved;
RP1M (G109);RP1M (161);G4tok;42043@161;04/08/2026 23:17:52;Deposit;QRIS IM;IDR;27;0.00;784507922;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/09/2026 00:02:59;Deposit;QRIS IM;IDR;500;0.00;784538504;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/09/2026 00:20:03;Deposit;QRIS IM;IDR;500;0.00;784550131;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/09/2026 00:21:14;Deposit;QRIS IM;IDR;125;0.00;784550962;Approved;
RP1M (G109);RP1M (161);ERIKSUDARTa;25225@161;04/09/2026 00:24:29;Deposit;QRIS IM;IDR;69;0.00;784553233;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/09/2026 00:27:52;Deposit;QRIS IM;IDR;500;0.00;784555570;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/09/2026 00:36:28;Deposit;QRIS IM;IDR;1000;0.00;784561581;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/09/2026 00:49:33;Deposit;QRIS IM;IDR;1000;0.00;784570615;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/09/2026 01:18:01;Deposit;QRIS IM;IDR;1000;0.00;784589773;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/09/2026 01:24:37;Deposit;QRIS IM;IDR;100;0.00;784594047;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/09/2026 01:52:52;Deposit;QRIS IM;IDR;1000;0.00;784611853;Approved;
RP1M (G109);RP1M (161);ERIKSUDARTa;25225@161;04/09/2026 02:09:48;Deposit;QRIS IM;IDR;500;0.00;784622116;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/09/2026 03:56:18;Deposit;QRIS IM;IDR;400;0.00;784673958;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/09/2026 04:02:45;Deposit;QRIS IM;IDR;500;0.00;784676545;Approved;
RP1M (G109);RP1M (161);G4tok;42043@161;04/09/2026 05:56:10;Deposit;QRIS IM;IDR;50;0.00;784710384;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);ERIKSUDARTa;25225@161;04/09/2026 09:03:00;Deposit;QRIS IM;IDR;150;0.00;784746673;Approved;
RP1M (G109);RP1M (161);miki888;17880@161;04/09/2026 09:14:57;Deposit;QRIS IM;IDR;500;0.00;784749291;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/09/2026 10:14:45;Deposit;QRIS IM;IDR;1000;0.00;784763875;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/09/2026 10:23:05;Deposit;QRIS IM;IDR;1200;0.00;784766112;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/09/2026 10:34:19;Deposit;QRIS IM;IDR;1000;0.00;784769267;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/09/2026 10:48:18;Deposit;QRIS IM;IDR;1000;0.00;784773061;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);maxwin8888;42046@161;04/09/2026 11:00:51;Deposit;QRIS IM;IDR;500;0.00;784776430;Approved;
